,Tweet,handle,tweet_text,Polarity,Subjectivity
5607,@SouthwestAir beautiful day in Seattle! http://t.co/iqu0PPVq2S,@SouthwestAir, beautiful day in Seattle! http://t.co/iqu0PPVq2S,1.0,1.0
5608,@SouthwestAir This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE,@SouthwestAir, This has to be the best video I have seen ever! - #teamspirit https://t.co/X5JenA7NyE,1.0,0.3
5627,"Thank you for your help, Shannon! Great customer service, @SouthwestAir.",,"Thank you for your help, Shannon! Great customer service, ",0.8,0.75
5662,"@SouthwestAir y airline I fly with, but haven't seen anything like this yet!",@SouthwestAir," y airline I fly with, but haven't seen anything like this yet!",1.0,0.9
5663,@SouthwestAir that's awesome! Love flying SWA!,@SouthwestAir, that's awesome! Love flying SWA!,0.8125,0.8
5703,"@SouthwestAir Love, love, love this. Southwest Rocks!! Always!! https://t.co/q8VSfFRd1u",@SouthwestAir," Love, love, love this. Southwest Rocks!! Always!! https://t.co/q8VSfFRd1u",0.6666666666666666,0.6
5717,@SouthwestAir  Longer flights with 300 series no wifi? Will be great when you retire them.,@SouthwestAir,  Longer flights with 300 series no wifi? Will be great when you retire them.,0.8,0.75
5729,@SouthwestAir Received awesome phone help from Jim today. Helped me switch around flights booked with points.,@SouthwestAir, Received awesome phone help from Jim today. Helped me switch around flights booked with points.,1.0,1.0
5743,"@SouthwestAir you do a great job of achieving that at most cities, just not at BWI.",@SouthwestAir," you do a great job of achieving that at most cities, just not at BWI.",0.65,0.625
5745,@SouthwestAir your employees at BWI have been amazing!,@SouthwestAir, your employees at BWI have been amazing!,0.7500000000000001,0.9
5755,@SouthwestAir was fantastic! That's the best flight service I've ever had.,@SouthwestAir, was fantastic! That's the best flight service I've ever had.,0.75,0.6
5756,@SouthwestAir would love to win tickets and take my son to Imagine Dragons in Provo Saturday night.  Crossed fingers. #DestinationDragons,@SouthwestAir, would love to win tickets and take my son to Imagine Dragons in Provo Saturday night.  Crossed fingers. #DestinationDragons,0.65,0.5
5762,@SouthwestAir how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol,@SouthwestAir, how about some sweet promo code to help me visit my family!!!.... Please!!!... Lol,0.9,0.675
5773,@SouthwestAir this would be an awesome experience #DestinationDragons,@SouthwestAir, this would be an awesome experience #DestinationDragons,1.0,1.0
5774,@SouthwestAir Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU,@SouthwestAir, Hi! I ❤️ your company and fly all the time. I was wondering if you could please share this link &amp; read! http://t.co/lO6LghPcdU,1.0,0.9
5783,@SouthwestAir would be cool if the best airlines company hooked me up with @Imaginedragons tickets for Vegas ;),@SouthwestAir, would be cool if the best airlines company hooked me up with  tickets for Vegas ;),0.5333333333333333,0.65
5795,@SouthwestAir It was the usually excellent SWA flight!,@SouthwestAir, It was the usually excellent SWA flight!,1.0,1.0
5801,"@SouthwestAir Dear SWA, I fly you a lot.   Most of the time, amazing. Today: unacceptable.I am sitting here in Midway delayed 20 min....",@SouthwestAir," Dear SWA, I fly you a lot.   Most of the time, amazing. Today: unacceptable.I am sitting here in Midway delayed 20 min....",0.6333333333333334,0.7666666666666666
5807,@SouthwestAir where is the great customer service I have come to know/expect; you LUV dropped by EB check in and no help in sight!,@SouthwestAir, where is the great customer service I have come to know/expect; you LUV dropped by EB check in and no help in sight!,1.0,0.75
5815,@SouthwestAir...give the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into @bostonlogan. Nicely done!,@SouthwestAir...give, the crew of SWA 4007 a high five from this AV-8B guy for its nice XW landing into  Nicely done!,0.5033333333333333,0.8466666666666667
5823,@SouthwestAir good to know. Perhaps it was execution then.,@SouthwestAir, good to know. Perhaps it was execution then.,0.7,0.6000000000000001
5827,@SouthwestAir do we have a time estimate for our luggage? we'll be sure to fill out your survey!!,@SouthwestAir, do we have a time estimate for our luggage? we'll be sure to fill out your survey!!,0.78125,0.8888888888888888
5837,@SouthwestAir the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️,@SouthwestAir, the crew of 4649 has been great to us today. Traveling from Ft. Lauderdale to Louisville with 2 kids 7 and under. Thanks!✈️✈️,0.8,0.75
5844,@SouthwestAir Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been @Imaginedragons fans since 2009. They are awesome!,@SouthwestAir, Any way you can help with entry to Vegas event? My Boyfriend &amp; I have been  fans since 2009. They are awesome!,1.0,1.0
5850,@SouthwestAir has some of the best airfare prices! Gotta LUV them :),@SouthwestAir, has some of the best airfare prices! Gotta LUV them :),0.75,0.65
5867,"@SouthwestAir ok, gotcha! ✈️😃👍",@SouthwestAir," ok, gotcha! ✈️😃👍",0.625,0.5
5870,@SouthwestAir @Imaginedragons please help me and my best friend get tickets to #DestinationDragons we have so much to thank them for....,@SouthwestAir,  please help me and my best friend get tickets to #DestinationDragons we have so much to thank them for....,0.6,0.25
5873,@SouthwestAir me &amp; @sammi_jon3s are best friends because of @Imaginedragons. Any chance we could get tickets to #DestinationDragons ?,@SouthwestAir, me &amp;  are best friends because of  Any chance we could get tickets to #DestinationDragons ?,1.0,0.3
5878,"@SouthwestAir CEO Gary Kelly, ""We are America's most loved and most flown airline!"" #SouthwestRally #BWI #bestemployees #swaculture #swapic",@SouthwestAir," CEO Gary Kelly, ""We are America's most loved and most flown airline!"" #SouthwestRally #BWI #bestemployees #swaculture #swapic",0.6083333333333333,0.6
5889,@SouthwestAir makes flying for @UNO_Baseball fun! Flight crew just led the plane in singing happy birthday to one of our guys! #LuvInTheAir,@SouthwestAir, makes flying for  fun! Flight crew just led the plane in singing happy birthday to one of our guys! #LuvInTheAir,0.6875,0.6
5891,@SouthwestAir I just received your birthday card.  It was amazing and made me smile with joy.  Nice videos.  Thanks.,@SouthwestAir, I just received your birthday card.  It was amazing and made me smile with joy.  Nice videos.  Thanks.,0.5000000000000001,0.4800000000000001
5897,@SouthwestAir My boyfriend and I have LOVED @Imaginedragons since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?,@SouthwestAir, My boyfriend and I have LOVED  since 2009 &amp; it would be so awesome to go to Vegas event. Any way you can help?,0.85,0.9
5909,@SouthwestAir Thank you. Great tool,@SouthwestAir, Thank you. Great tool,0.8,0.75
5910,@SouthwestAir you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA,@SouthwestAir, you should know the crew today on flight #1071 AUS to PDX was awesome! #SWA,1.0,1.0
5917,@SouthwestAir I was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. Luv you guys! #LOL,@SouthwestAir, I was just sitting here talking at a tech conference about how awesome you guys are and this rolled across. Luv you guys! #LOL,0.9,0.85
5923,@SouthwestAir do you have a pair of tickets to the @Imaginedragons show in Atlanta?! I'd love to go! #DestinationDragons,@SouthwestAir, do you have a pair of tickets to the  show in Atlanta?! I'd love to go! #DestinationDragons,0.625,0.6
5931,@SouthwestAir #DestinationDragons @Imaginedragons I'm a HUGE FAN! I would love tix to your show!,@SouthwestAir, #DestinationDragons  I'm a HUGE FAN! I would love tix to your show!,0.5625,0.75
5933,@SouthwestAir Is your BWI-SJD service seasonal? Wasn't part of extension. Called intl desk. They didn't know. Want to fly in Sept on Sat.,@SouthwestAir, Is your BWI-SJD service seasonal? Wasn't part of extension. Called intl desk. They didn't know. Want to fly in Sept on Sat.,0.8,0.9
5934,@SouthwestAir Scott is the best!!! Thank yo from the bottom of my heart💕#DestinationDragons with friends in LA @HayleyMad see u Friday,@SouthwestAir, Scott is the best!!! Thank yo from the bottom of my heart💕#DestinationDragons with friends in LA  see u Friday,1.0,0.3
5942,@SouthwestAir there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again..,@SouthwestAir, there is a good chance myself nor anyone else in this airport will ever be Flight Booking Problems southwest again..,0.7,0.6000000000000001
5950,@SouthwestAir AMAZING c/s today by SW thank you SO very much. This is the reason we fly you #southwest,@SouthwestAir, AMAZING c/s today by SW thank you SO very much. This is the reason we fly you #southwest,0.5533333333333333,0.6866666666666666
5951,@SouthwestAir is the best airline out there no one is better than them #OneLove #Southwest #bestairline,@SouthwestAir, is the best airline out there no one is better than them #OneLove #Southwest #bestairline,0.75,0.4
5952,@SouthwestAir great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.,@SouthwestAir, great cabin and flight crew this morning on #578. A great smile and happy staff are signs of a happy company. Thanks.,0.6166666666666667,0.6333333333333334
5961,@SouthwestAir Yes I know that. Also noticed you offer A list boarding after A60. So your programs are too popular.,@SouthwestAir, Yes I know that. Also noticed you offer A list boarding after A60. So your programs are too popular.,0.6,0.9
5965,"@SouthwestAir I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!",@SouthwestAir," I owe you an apology. My tweet was out of frustration, not constructive criticism. I'm a SW fan &amp; LOVE your service!",0.625,0.6
5966,@SouthwestAir wouldn't it be awesome for my first time flying to be #DestinationDragons?!,@SouthwestAir, wouldn't it be awesome for my first time flying to be #DestinationDragons?!,0.65625,0.6666666666666666
5969,"@SouthwestAir I can easily get to the Atlanta show, I just need tickets, help?!",@SouthwestAir," I can easily get to the Atlanta show, I just need tickets, help?!",0.5416666666666667,0.8333333333333334
5972,@SouthwestAir That would be great. Thank you! I'll send it over when you follow.,@SouthwestAir, That would be great. Thank you! I'll send it over when you follow.,1.0,0.75
5974,"@SouthwestAir, real sincere apology! Makes my day! Glad to know flying mail is more important than me. Never flying SW again! #badservice","@SouthwestAir,", real sincere apology! Makes my day! Glad to know flying mail is more important than me. Never flying SW again! #badservice,0.625,0.8125
5989,@SouthwestAir @FortuneMagazine I always tell everyone to fly Southwest! Congratulations!!!,@SouthwestAir,  I always tell everyone to fly Southwest! Congratulations!!!,1.0,0.9
5994,@SouthwestAir @FortuneMagazine Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp,@SouthwestAir,  Superb choice - SWA. I am a raving fan. They even take stress out of weather-reLate Flightd glitches!  #custexp,1.0,1.0
6007,"@SouthwestAir For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",@SouthwestAir," For my Grandma Ella's 80th, she would love a bday greeting from your flight crew! She was a stewardess for Eastern Airlines.",0.625,0.6
6009,"@SouthwestAir @FortuneMagazine Love u Southwest. You've always been helpful. When I traveled a lot w/my son, infant/toddler, U were great!",@SouthwestAir,"  Love u Southwest. You've always been helpful. When I traveled a lot w/my son, infant/toddler, U were great!",0.75,0.675
6010,@SouthwestAir @FortuneMagazine Love flying Southwest! Best flight attendants ever!,@SouthwestAir,  Love flying Southwest! Best flight attendants ever!,0.8125,0.44999999999999996
6017,@SouthwestAir Hi Guys good morning how are you doing,@SouthwestAir, Hi Guys good morning how are you doing,0.7,0.6000000000000001
6019,@SouthwestAir Southwest is definitely my favorite airline to fly! :D,@SouthwestAir, Southwest is definitely my favorite airline to fly! :D,0.8333333333333334,0.9666666666666667
6021,@SouthwestAir great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎,@SouthwestAir, great. My flight is delayed three hours. Now my friend has to wait for me at the airport for hours on her birthday. 😒👎,0.8,0.75
